"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value","Rule Name","Rule Type","Rule Description","Estimated Speedup Type","Estimated Speedup"
"0","716946","python3.10","127.0.0.1","void fmha_fwd_loop_kernel<FMHA_kernel_traits<(int)128, (int)128, (int)16, (int)1, (int)4, (unsigned int)8, __nv_bfloat16>, (bool)0, (bool)1, (bool)0>(FMHA_fprop_params)","1","7","(128, 1, 1)","(1, 32, 8)","0","8.9","GPU Speed Of Light Throughput","dram__cycles_elapsed.avg.per_second","cycle/second","10241693373.30",
"0","716946","python3.10","127.0.0.1","void fmha_fwd_loop_kernel<FMHA_kernel_traits<(int)128, (int)128, (int)16, (int)1, (int)4, (unsigned int)8, __nv_bfloat16>, (bool)0, (bool)1, (bool)0>(FMHA_fprop_params)","1","7","(128, 1, 1)","(1, 32, 8)","0","8.9","GPU Speed Of Light Throughput","gpc__cycles_elapsed.avg.per_second","cycle/second","2233894024.95",
"0","716946","python3.10","127.0.0.1","void fmha_fwd_loop_kernel<FMHA_kernel_traits<(int)128, (int)128, (int)16, (int)1, (int)4, (unsigned int)8, __nv_bfloat16>, (bool)0, (bool)1, (bool)0>(FMHA_fprop_params)","1","7","(128, 1, 1)","(1, 32, 8)","0","8.9","GPU Speed Of Light Throughput","gpc__cycles_elapsed.max","cycle","25505034",
"0","716946","python3.10","127.0.0.1","void fmha_fwd_loop_kernel<FMHA_kernel_traits<(int)128, (int)128, (int)16, (int)1, (int)4, (unsigned int)8, __nv_bfloat16>, (bool)0, (bool)1, (bool)0>(FMHA_fprop_params)","1","7","(128, 1, 1)","(1, 32, 8)","0","8.9","GPU Speed Of Light Throughput","gpu__compute_memory_throughput.avg.pct_of_peak_sustained_elapsed","%","86.30",
"0","716946","python3.10","127.0.0.1","void fmha_fwd_loop_kernel<FMHA_kernel_traits<(int)128, (int)128, (int)16, (int)1, (int)4, (unsigned int)8, __nv_bfloat16>, (bool)0, (bool)1, (bool)0>(FMHA_fprop_params)","1","7","(128, 1, 1)","(1, 32, 8)","0","8.9","GPU Speed Of Light Throughput","gpu__dram_throughput.avg.pct_of_peak_sustained_elapsed","%","86.30",
"0","716946","python3.10","127.0.0.1","void fmha_fwd_loop_kernel<FMHA_kernel_traits<(int)128, (int)128, (int)16, (int)1, (int)4, (unsigned int)8, __nv_bfloat16>, (bool)0, (bool)1, (bool)0>(FMHA_fprop_params)","1","7","(128, 1, 1)","(1, 32, 8)","0","8.9","GPU Speed Of Light Throughput","gpu__time_duration.sum","nsecond","11412896",
"0","716946","python3.10","127.0.0.1","void fmha_fwd_loop_kernel<FMHA_kernel_traits<(int)128, (int)128, (int)16, (int)1, (int)4, (unsigned int)8, __nv_bfloat16>, (bool)0, (bool)1, (bool)0>(FMHA_fprop_params)","1","7","(128, 1, 1)","(1, 32, 8)","0","8.9","GPU Speed Of Light Throughput","l1tex__throughput.avg.pct_of_peak_sustained_active","%","18.69",
"0","716946","python3.10","127.0.0.1","void fmha_fwd_loop_kernel<FMHA_kernel_traits<(int)128, (int)128, (int)16, (int)1, (int)4, (unsigned int)8, __nv_bfloat16>, (bool)0, (bool)1, (bool)0>(FMHA_fprop_params)","1","7","(128, 1, 1)","(1, 32, 8)","0","8.9","GPU Speed Of Light Throughput","lts__throughput.avg.pct_of_peak_sustained_elapsed","%","22.94",
"0","716946","python3.10","127.0.0.1","void fmha_fwd_loop_kernel<FMHA_kernel_traits<(int)128, (int)128, (int)16, (int)1, (int)4, (unsigned int)8, __nv_bfloat16>, (bool)0, (bool)1, (bool)0>(FMHA_fprop_params)","1","7","(128, 1, 1)","(1, 32, 8)","0","8.9","GPU Speed Of Light Throughput","sm__cycles_active.avg","cycle","24840304.19",
"0","716946","python3.10","127.0.0.1","void fmha_fwd_loop_kernel<FMHA_kernel_traits<(int)128, (int)128, (int)16, (int)1, (int)4, (unsigned int)8, __nv_bfloat16>, (bool)0, (bool)1, (bool)0>(FMHA_fprop_params)","1","7","(128, 1, 1)","(1, 32, 8)","0","8.9","GPU Speed Of Light Throughput","sm__throughput.avg.pct_of_peak_sustained_elapsed","%","16.71",
